PC,PLAATS,GEMEENTE,PROVINCIE
7933,Pesse,Hoogeveen,Drenthe
7934,Stuifzand,Hoogeveen,Drenthe
7935,Eursinge De Wolden,De Wolden,Drenthe
7936,Tiendeveen,Hoogeveen,Drenthe
7938,Nieuw Balinge,Midden Drenthe,Drenthe
7940,Meppel,Meppel,Drenthe
7941,Meppel,Meppel,Drenthe
7942,Meppel,Meppel,Drenthe
7943,Meppel,Meppel,Drenthe
7944,Meppel,Meppel,Drenthe
7946,Wanneperveen,Steenwijkerland,Overijssel
7948,Nijeveen,Meppel,Drenthe
7949,Rogat,Meppel,Drenthe
7950,Staphorst,Staphorst,Overijssel
7951,Staphorst,Staphorst,Overijssel
7954,Rouveen,Staphorst,Overijssel
7955,IJhorst,Staphorst,Overijssel
7957,De Wijk,De Wolden,Drenthe
7958,Koekange,De Wolden,Drenthe
7960,Ruinerwold,De Wolden,Drenthe
7961,Ruinerwold,De Wolden,Drenthe
7963,Ruinen,De Wolden,Drenthe
7964,Ansen,De Wolden,Drenthe
7965,Broekhuizen (DR),Meppel,Drenthe
7966,De Schiphorst,Meppel,Drenthe
7970,Havelte,Westerveld,Drenthe
7971,Havelte,Westerveld,Drenthe
7973,Darp,Westerveld,Drenthe
7974,Havelterberg,Westerveld,Drenthe
7975,Uffelte,Westerveld,Drenthe
7980,Diever,Westerveld,Drenthe
7981,Diever,Westerveld,Drenthe
7983,Wapse,Westerveld,Drenthe
7984,Dieverbrug,Westerveld,Drenthe
7985,Geeuwenbrug,Westerveld,Drenthe
7986,Wittelte,Westerveld,Drenthe
7990,Dwingeloo,Westerveld,Drenthe
7991,Dwingeloo,Westerveld,Drenthe
8000,Zwolle,Zwolle,Overijssel
8001,Zwolle,Zwolle,Overijssel
8002,Zwolle,Zwolle,Overijssel
8003,Zwolle,Zwolle,Overijssel
8004,Zwolle,Zwolle,Overijssel
8007,Zwolle,Zwolle,Overijssel
8011,Zwolle,Zwolle,Overijssel
8012,Zwolle,Zwolle,Overijssel
8013,Zwolle,Zwolle,Overijssel
8014,Zwolle,Zwolle,Overijssel
8015,Zwolle,Zwolle,Overijssel
8016,Zwolle,Zwolle,Overijssel
8017,Zwolle,Zwolle,Overijssel
8019,Zwolle,Zwolle,Overijssel
8021,Zwolle,Zwolle,Overijssel
8022,Zwolle,Zwolle,Overijssel
8023,Zwolle,Zwolle,Overijssel
8024,Zwolle,Zwolle,Overijssel
8025,Zwolle,Zwolle,Overijssel
8026,Zwolle,Zwolle,Overijssel
8028,Zwolle,Zwolle,Overijssel
8031,Zwolle,Zwolle,Overijssel
8032,Zwolle,Zwolle,Overijssel
8033,Zwolle,Zwolle,Overijssel
8034,Zwolle,Zwolle,Overijssel
8035,Zwolle,Zwolle,Overijssel
8041,Zwolle,Zwolle,Overijssel
8042,Zwolle,Zwolle,Overijssel
8043,Zwolle,Zwolle,Overijssel
8044,Zwolle,Zwolle,Overijssel
8045,Zwolle,Zwolle,Overijssel
8050,Hattem,Hattem,Gelderland
8051,Hattem,Hattem,Gelderland
8052,Hattem,Hattem,Gelderland
8055,Laag Zuthem,Raalte,Overijssel
8060,Hasselt,Zwartewaterland,Overijssel
8061,Hasselt,Zwartewaterland,Overijssel
8064,Zwartsluis,Zwartewaterland,Overijssel
8066,Belt Schutsloot,Steenwijkerland,Overijssel
8070,Nunspeet,Nunspeet,Gelderland
8071,Nunspeet,Nunspeet,Gelderland
8072,Nunspeet,Nunspeet,Gelderland
8075,Elspeet,Nunspeet,Gelderland
8076,Vierhouten,Nunspeet,Gelderland
8077,Hulshorst,Nunspeet,Gelderland
8079,Noordeinde (GLD),Oldebroek,Gelderland
8080,Elburg,Elburg,Gelderland
8081,Elburg,Elburg,Gelderland
8084,T Harde,Elburg,Gelderland
8085,Doornspijk,Elburg,Gelderland
8090,Wezep,Oldebroek,Gelderland
8091,Wezep,Oldebroek,Gelderland
8094,Hattemerbroek,Oldebroek,Gelderland
8095,T Loo Gemeente Oldebroek,Oldebroek,Gelderland
8096,Oldebroek,Oldebroek,Gelderland
8097,Oosterwolde (GLD),Oldebroek,Gelderland
8100,Raalte,Raalte,Overijssel
8101,Raalte,Raalte,Overijssel
8102,Raalte,Raalte,Overijssel
8103,Raalte,Raalte,Overijssel
8105,Luttenberg,Raalte,Overijssel
8106,Marienheem,Raalte,Overijssel
8107,Broekland (OV),Raalte,Overijssel
8110,Heeten,Raalte,Overijssel
8111,Heeten,Raalte,Overijssel
8112,Nieuw Heeten,Raalte,Overijssel
8120,Olst,Olst Wijhe,Overijssel
8121,Olst,Olst Wijhe,Overijssel
8124,Wesepe,Olst Wijhe,Overijssel
8130,Wijhe,Olst Wijhe,Overijssel
8131,Wijhe,Olst Wijhe,Overijssel
8140,Heino,Raalte,Overijssel
8141,Heino,Raalte,Overijssel
8144,Lierderholthuis,Raalte,Overijssel
8146,Dalmsholte,Ommen,Overijssel
8147,Giethmen,Ommen,Overijssel
8148,Lemele,Ommen,Overijssel
8150,Lemelerveld,Dalfsen,Overijssel
8151,Lemelerveld,Dalfsen,Overijssel
8152,Lemelerveld,Dalfsen,Overijssel
8153,Lemelerveld,Dalfsen,Overijssel
8154,Lemelerveld,Dalfsen,Overijssel
8160,Epe,Epe,Gelderland
8161,Epe,Epe,Gelderland
8162,Epe,Epe,Gelderland
8166,Emst,Epe,Gelderland
8167,Oene,Epe,Gelderland
8170,Vaassen,Epe,Gelderland
8171,Vaassen,Epe,Gelderland
8172,Vaassen,Epe,Gelderland
8180,Heerde,Heerde,Gelderland
8181,Heerde,Heerde,Gelderland
8190,Wapenveld,Heerde,Gelderland
8191,Wapenveld,Heerde,Gelderland
8193,Vorchten,Heerde,Gelderland
8194,Veessen,Heerde,Gelderland
8196,Welsum,Olst Wijhe,Overijssel
8198,Marle,Olst Wijhe,Overijssel
8200,Lelystad,Lelystad,Flevoland
8202,Lelystad,Lelystad,Flevoland
8203,Lelystad,Lelystad,Flevoland
8211,Lelystad,Lelystad,Flevoland
8212,Lelystad,Lelystad,Flevoland
8218,Lelystad,Lelystad,Flevoland
8219,Lelystad,Lelystad,Flevoland
8221,Lelystad,Lelystad,Flevoland
8222,Lelystad,Lelystad,Flevoland
8223,Lelystad,Lelystad,Flevoland
8224,Lelystad,Lelystad,Flevoland
8225,Lelystad,Lelystad,Flevoland
8226,Lelystad,Lelystad,Flevoland
8231,Lelystad,Lelystad,Flevoland
8232,Lelystad,Lelystad,Flevoland
8233,Lelystad,Lelystad,Flevoland
8239,Lelystad,Lelystad,Flevoland
8241,Lelystad,Lelystad,Flevoland
8242,Lelystad,Lelystad,Flevoland
8243,Lelystad,Lelystad,Flevoland
8244,Lelystad,Lelystad,Flevoland
8245,Lelystad,Lelystad,Flevoland
8250,Dronten,Dronten,Flevoland
8251,Dronten,Dronten,Flevoland
8252,Dronten,Dronten,Flevoland
8253,Dronten,Dronten,Flevoland
8254,Dronten,Dronten,Flevoland
8255,Swifterbant,Dronten,Flevoland
8256,Biddinghuizen,Dronten,Flevoland
8260,Kampen,Kampen,Overijssel
8261,Kampen,Kampen,Overijssel
8262,Kampen,Kampen,Overijssel
8263,Kampen,Kampen,Overijssel
8264,Kampen,Kampen,Overijssel
8265,Kampen,Kampen,Overijssel
8266,Kampen,Kampen,Overijssel
8267,Kampen,Kampen,Overijssel
8270,IJsselmuiden,Kampen,Overijssel
8271,IJsselmuiden,Kampen,Overijssel
8274,Wilsum,Kampen,Overijssel
8275,s Heerenbroek,Kampen,Overijssel
8276,Zalk,Kampen,Overijssel
8277,Grafhorst,Kampen,Overijssel
8278,Kamperveen,Kampen,Overijssel
8280,Genemuiden,Zwartewaterland,Overijssel
8281,Genemuiden,Zwartewaterland,Overijssel
8291,Mastenbroek,Zwartewaterland,Overijssel
8293,Mastenbroek,Kampen,Overijssel
8294,Mastenbroek,Zwartewaterland,Overijssel
8300,Emmeloord,Noordoostpolder,Flevoland
8301,Emmeloord,Noordoostpolder,Flevoland
8302,Emmeloord,Noordoostpolder,Flevoland
8303,Emmeloord,Noordoostpolder,Flevoland
8304,Emmeloord,Noordoostpolder,Flevoland
8305,Emmeloord,Noordoostpolder,Flevoland
8307,Ens,Noordoostpolder,Flevoland
8308,Nagele,Noordoostpolder,Flevoland
8309,Tollebeek,Noordoostpolder,Flevoland
8311,Espel,Noordoostpolder,Flevoland
8312,Creil,Noordoostpolder,Flevoland
8313,Rutten,Noordoostpolder,Flevoland
8314,Bant,Noordoostpolder,Flevoland
8315,Luttelgeest,Noordoostpolder,Flevoland
8316,Marknesse,Noordoostpolder,Flevoland
8317,Kraggenburg,Noordoostpolder,Flevoland
8320,Urk,Urk,Flevoland
8321,Urk,Urk,Flevoland
8322,Urk,Urk,Flevoland
8325,Vollenhove,Steenwijkerland,Overijssel
8326,Sint Jansklooster,Steenwijkerland,Overijssel
8330,Steenwijk,Steenwijkerland,Overijssel
8331,Steenwijk,Steenwijkerland,Overijssel
8332,Steenwijk,Steenwijkerland,Overijssel
8334,Tuk,Steenwijkerland,Overijssel
8335,Witte Paarden,Steenwijkerland,Overijssel
8336,Baars,Steenwijkerland,Overijssel
8337,De Pol,Steenwijkerland,Overijssel
8338,Willemsoord,Steenwijkerland,Overijssel
8339,Marijenkampen,Steenwijkerland,Overijssel
8340,Steenwijkerwold,Steenwijkerland,Overijssel
8341,Steenwijkerwold,Steenwijkerland,Overijssel
8342,Basse,Steenwijkerland,Overijssel
8343,Zuidveen,Steenwijkerland,Overijssel
8344,Onna,Steenwijkerland,Overijssel
8345,Kallenkote,Steenwijkerland,Overijssel
8346,De Bult,Steenwijkerland,Overijssel
8347,Eesveen,Steenwijkerland,Overijssel
8351,Wapserveen,Westerveld,Drenthe
8355,Giethoorn,Steenwijkerland,Overijssel
8356,Blokzijl,Steenwijkerland,Overijssel
8361,IJsselham,Steenwijkerland,Overijssel
8362,Nederland,Steenwijkerland,Overijssel
8363,Wetering,Steenwijkerland,Overijssel
8371,Scheerwolde,Steenwijkerland,Overijssel
8372,Baarlo Ov,Steenwijkerland,Overijssel
8373,Blankenham,Steenwijkerland,Overijssel
8374,Kuinre,Steenwijkerland,Overijssel
8375,Oldemarkt,Steenwijkerland,Overijssel
8376,Ossenzijl,Steenwijkerland,Overijssel
8377,Kalenberg,Steenwijkerland,Overijssel
8378,Paasloo,Steenwijkerland,Overijssel
8380,Vledder,Westerveld,Drenthe
8381,Vledder,Westerveld,Drenthe
8382,Frederiksoord,Westerveld,Drenthe
8383,Nijensleek,Westerveld,Drenthe
8384,Wilhelminaoord,Westerveld,Drenthe
8385,Vledderveen (DR),Westerveld,Drenthe
8386,Doldersum,Westerveld,Drenthe
8387,Boschoord,Westerveld,Drenthe
8388,Oosterstreek,Weststellingwerf,Fryslân
8389,Zandhuizen,Weststellingwerf,Fryslân
8390,Noordwolde (FRL),Weststellingwerf,Fryslân
8391,Noordwolde (FRL),Weststellingwerf,Fryslân
8392,Boijl,Weststellingwerf,Fryslân
8393,Vinkega,Weststellingwerf,Fryslân
8394,De Hoeve,Weststellingwerf,Fryslân
8395,Steggerda,Weststellingwerf,Fryslân
8396,Peperga,Weststellingwerf,Fryslân
8397,De Blesse,Weststellingwerf,Fryslân
8398,Blesdijke,Weststellingwerf,Fryslân
8400,Gorredijk,Opsterland,Fryslân
8401,Gorredijk,Opsterland,Fryslân
8403,Jonkerslan,Opsterland,Fryslân
8404,Langezwaag,Opsterland,Fryslân
8405,Luxwoude,Opsterland,Fryslân
8406,Tijnje,Opsterland,Fryslân
8407,Terwispel,Opsterland,Fryslân
8408,Lippenhuizen,Opsterland,Fryslân
8409,Hemrik,Opsterland,Fryslân
8410,Jubbega,Heerenveen,Fryslân
8411,Jubbega,Heerenveen,Fryslân
8412,Hoornsterzwaag,Heerenveen,Fryslân
8413,Oudehorne,Heerenveen,Fryslân
8414,Nieuwehorne,Heerenveen,Fryslân
8415,Bontebok,Heerenveen,Fryslân
8420,Oldeberkoop,Ooststellingwerf,Fryslân
8421,Oldeberkoop,Ooststellingwerf,Fryslân
8422,Nijeberkoop,Ooststellingwerf,Fryslân
8423,Makkinga,Ooststellingwerf,Fryslân
8424,Elsloo Fr,Ooststellingwerf,Fryslân
8425,Langedijke,Ooststellingwerf,Fryslân
8426,Appelscha,Ooststellingwerf,Fryslân
8427,Ravenswoud,Ooststellingwerf,Fryslân
8428,Fochteloo,Ooststellingwerf,Fryslân
8430,Oosterwolde (FRL),Ooststellingwerf,Fryslân
8431,Oosterwolde (FRL),Ooststellingwerf,Fryslân
8432,Haule,Ooststellingwerf,Fryslân
8433,Haulerwijk,Ooststellingwerf,Fryslân
8434,Waskemeer,Ooststellingwerf,Fryslân
8435,Donkerbroek,Ooststellingwerf,Fryslân
8437,Zorgvlied,Westerveld,Drenthe
8438,Wateren,Westerveld,Drenthe
8439,Oude Willem,Westerveld,Drenthe
8440,Heerenveen,Heerenveen,Fryslân
8441,Heerenveen,Heerenveen,Fryslân
8442,Heerenveen,Heerenveen,Fryslân
8443,Heerenveen,Heerenveen,Fryslân
8444,Heerenveen,Heerenveen,Fryslân
8445,Heerenveen,Heerenveen,Fryslân
8446,Heerenveen,Heerenveen,Fryslân
8447,Heerenveen,Heerenveen,Fryslân
8448,Heerenveen,Heerenveen,Fryslân
8449,Terband,Heerenveen,Fryslân
8451,Oudeschoot,Heerenveen,Fryslân
8452,Nieuweschoot,Heerenveen,Fryslân
8453,Oranjewoud,Heerenveen,Fryslân
8454,Mildam,Heerenveen,Fryslân
8455,Katlijk,Heerenveen,Fryslân
8456,De Knipe,Heerenveen,Fryslân
8457,Gersloot,Heerenveen,Fryslân
8458,Tjalleberd,Heerenveen,Fryslân
8459,Luinjeberd,Heerenveen,Fryslân
8461,Rottum (FRL),Skarsterlan,Fryslân
8462,Rotstergaast,Skarsterlan,Fryslân
8463,Rotsterhaule,Skarsterlan,Fryslân
8464,Sintjohannesga,Skarsterlan,Fryslân
8465,Oudehaske,Skarsterlan,Fryslân
8466,Nijehaske,Skarsterlan,Fryslân
8467,Vegelinsoord,Skarsterlan,Fryslân
8468,Haskerdijken,Skarsterlan,Fryslân
8469,Nieuwebrug,Skarsterlan,Fryslân
8470,Wolvega,Weststellingwerf,Fryslân
8471,Wolvega,Weststellingwerf,Fryslân
8472,Wolvega,Weststellingwerf,Fryslân
8474,Oldeholtpade,Weststellingwerf,Fryslân
8475,Nijeholtpade,Weststellingwerf,Fryslân
8476,Ter Idzard,Weststellingwerf,Fryslân
8477,Oldeholtwolde,Weststellingwerf,Fryslân
8478,Sonnega,Weststellingwerf,Fryslân
8479,Oldetrijne,Weststellingwerf,Fryslân
8481,Nijetrijne,Weststellingwerf,Fryslân
8482,Spanga,Weststellingwerf,Fryslân
8483,Scherpenzeel (FRL),Weststellingwerf,Fryslân
8484,Langelille,Weststellingwerf,Fryslân
8485,Munnekeburen,Weststellingwerf,Fryslân
8486,Oldelamer,Weststellingwerf,Fryslân
8487,Nijelamer,Weststellingwerf,Fryslân
8488,Nijeholtwolde,Weststellingwerf,Fryslân
8489,Slijkenburg,Weststellingwerf,Fryslân
8490,Akkrum,Boarnsterhim,Fryslân
8491,Akkrum,Boarnsterhim,Fryslân
8493,Terherne,Boarnsterhim,Fryslân
8494,Nes Gemeente Boarnsterhim,Boarnsterhim,Fryslân
8495,Aldeboarn,Boarnsterhim,Fryslân
8497,Goengahuizen,Smallingerland,Fryslân
8500,Joure,Skarsterlan,Fryslân
8501,Joure,Skarsterlan,Fryslân
8502,Joure,Skarsterlan,Fryslân
8503,Joure,Skarsterlan,Fryslân
8505,Snikzwaag,Skarsterlan,Fryslân
8506,Haskerhorne,Skarsterlan,Fryslân
8507,Rohel,Skarsterlan,Fryslân
8508,Delfstrahuizen,Lemsterland,Fryslân
8511,Goingarijp,Skarsterlan,Fryslân
8512,Broek (FRL),Skarsterlan,Fryslân
8513,Ouwsterhaule,Skarsterlan,Fryslân
8514,Ouwster Nijega,Skarsterlan,Fryslân
8515,Oldeouwer,Skarsterlan,Fryslân
8516,Doniaga,Skarsterlan,Fryslân
8517,Scharsterbrug,Skarsterlan,Fryslân
8520,Sint Nicolaasga,Skarsterlan,Fryslân
8521,Sint Nicolaasga,Skarsterlan,Fryslân
8522,Tjerkgaast,Skarsterlan,Fryslân
8523,Idskenhuizen,Skarsterlan,Fryslân
8524,Teroele,Skarsterlan,Fryslân
8525,Langweer,Skarsterlan,Fryslân
8526,Boornzwaag,Skarsterlan,Fryslân
8527,Legemeer,Skarsterlan,Fryslân
8528,Dijken,Skarsterlan,Fryslân
8529,Koufurderrige,Wymbritseradiel,Fryslân
8530,Lemmer,Lemsterland,Fryslân
8531,Lemmer,Lemsterland,Fryslân
8532,Lemmer,Lemsterland,Fryslân
8534,Eesterga,Lemsterland,Fryslân
8535,Follega,Lemsterland,Fryslân
8536,Oosterzee,Lemsterland,Fryslân
8537,Echten (FRL),Lemsterland,Fryslân
8538,Bantega,Lemsterland,Fryslân
8539,Echtenerbrug,Lemsterland,Fryslân
8541,Akmarijp,Skarsterlan,Fryslân
8542,Terkaple,Skarsterlan,Fryslân
8550,Woudsend,Wymbritseradiel,Fryslân
8551,Woudsend,Wymbritseradiel,Fryslân
8552,Smallebrugge,Wymbritseradiel,Fryslân
8553,Indijk,Wymbritseradiel,Fryslân
8554,Ypecolsga,Wymbritseradiel,Fryslân
8556,Sloten (FRL),Gaasterlan Sleat,Fryslân
8560,Balk,Gaasterlan Sleat,Fryslân
8561,Balk,Gaasterlan Sleat,Fryslân
8563,Wijckel,Gaasterlan Sleat,Fryslân
8564,Ruigahuizen,Gaasterlan Sleat,Fryslân
8565,Sondel,Gaasterlan Sleat,Fryslân
8566,Nijemirdum,Gaasterlan Sleat,Fryslân
8567,Oudemirdum,Gaasterlan Sleat,Fryslân
8571,Harich,Gaasterlan Sleat,Fryslân
8572,Rijs,Gaasterlan Sleat,Fryslân
8573,Mirns,Gaasterlan Sleat,Fryslân
8574,Bakhuizen,Gaasterlan Sleat,Fryslân
8581,Elahuizen,Gaasterlan Sleat,Fryslân
8582,Oudega Gemeente Gaasterland Sleat,Gaasterlan Sleat,Fryslân
8583,Kolderwolde,Gaasterlan Sleat,Fryslân
8584,Hemelum,Nijefurd,Fryslân
8600,Sneek,Sneek,Fryslân
8601,Sneek,Sneek,Fryslân
8602,Sneek,Sneek,Fryslân
8603,Sneek,Sneek,Fryslân
8604,Sneek,Sneek,Fryslân
8605,Sneek,Sneek,Fryslân
8606,Sneek,Sneek,Fryslân
8607,Sneek,Sneek,Fryslân
8608,Sneek,Sneek,Fryslân
8611,Gaastmeer,Wymbritseradiel,Fryslân
8612,Idzega,Wymbritseradiel,Fryslân
8613,Sandfirden,Wymbritseradiel,Fryslân
8614,Oudega Gemeente Wymbritseradiel,Wymbritseradiel,Fryslân
8615,Blauwhuis,Wymbritseradiel,Fryslân
8616,Westhem,Wymbritseradiel,Fryslân
8617,Abbega,Wymbritseradiel,Fryslân
8618,Oosthem,Wymbritseradiel,Fryslân
8620,Heeg,Wymbritseradiel,Fryslân
8621,Heeg,Wymbritseradiel,Fryslân
8622,Hommerts,Wymbritseradiel,Fryslân
8623,Jutrijp,Wymbritseradiel,Fryslân
8624,Uitwellingerga,Wymbritseradiel,Fryslân
8625,Oppenhuizen,Wymbritseradiel,Fryslân
8626,Offingawier,Sneek,Fryslân
8627,Gauw,Wymbritseradiel,Fryslân
8628,Goenga,Wymbritseradiel,Fryslân
8629,Scharnegoutum,Wymbritseradiel,Fryslân
8631,Loenga,Sneek,Fryslân
8632,Tirns,Wymbritseradiel,Fryslân
8633,ijsbrechtum,Sneek,Fryslân
8635,Boazum,Littenseradiel,Fryslân
8636,Britswert,Littenseradiel,Fryslân
8637,Wiuwert,Littenseradiel,Fryslân
8641,Rien,Littenseradiel,Fryslân
8642,Lijtsewierrum,Littenseradiel,Fryslân
8644,Dearsum,Boarnsterhim,Fryslân
8647,Sibrandabuorren,Boarnsterhim,Fryslân
8650,IJlst,Wymbritseradiel,Fryslân
8651,IJlst,Wymbritseradiel,Fryslân
8658,Greonterp,Wymbritseradiel,Fryslân
8700,Bolsward,Bolsward,Fryslân
8701,Bolsward,Bolsward,Fryslân
8702,Bolsward,Bolsward,Fryslân
8710,Workum,Nijefurd,Fryslân
8711,Workum,Nijefurd,Fryslân
8713,Hindeloopen,Nijefurd,Fryslân
8715,Stavoren,Nijefurd,Fryslân
8720,Warns,Nijefurd,Fryslân
8721,Warns,Nijefurd,Fryslân
8722,Molkwerum,Nijefurd,Fryslân
8723,Koudum,Nijefurd,Fryslân
8724,It Heidenskip,Nijefurd,Fryslân
8730,Wommels,Littenseradiel,Fryslân
8731,Wommels,Littenseradiel,Fryslân
8732,Kubaard,Littenseradiel,Fryslân
8733,Iens,Littenseradiel,Fryslân
8734,Easterein,Littenseradiel,Fryslân
8735,Itens,Littenseradiel,Fryslân
8736,Reahus,Littenseradiel,Fryslân
8737,Hidaard,Littenseradiel,Fryslân
8741,Hartwerd,Wunseradiel,Fryslân
8742,Burgwerd,Wunseradiel,Fryslân
8743,Hichtum,Wunseradiel,Fryslân
8744,Schettens,Wunseradiel,Fryslân
8745,Longerhouw,Wunseradiel,Fryslân
8746,Schraard,Wunseradiel,Fryslân
8747,Wons,Wunseradiel,Fryslân
8748,Witmarsum,Wunseradiel,Fryslân
8749,Pingjum,Wunseradiel,Fryslân
8751,Zurich,Wunseradiel,Fryslân
8752,Kornwerderzand,Wunseradiel,Fryslân
8753,Cornwerd,Wunseradiel,Fryslân
8754,Makkum (FR),Wunseradiel,Fryslân
8755,Idsegahuizum,Wunseradiel,Fryslân
8756,Piaam,Wunseradiel,Fryslân
8757,Gaast,Wunseradiel,Fryslân
8758,Allingawier,Wunseradiel,Fryslân
8759,Exmorra,Wunseradiel,Fryslân
8761,Ferwoude,Wunseradiel,Fryslân
8762,Hieslum,Wunseradiel,Fryslân
8763,Parrega,Wunseradiel,Fryslân
8764,Dedgum,Wunseradiel,Fryslân
8765,Tjerkwerd,Wunseradiel,Fryslân
8766,Breezanddijk,Wunseradiel,Fryslân
8770,Nijland,Wymbritseradiel,Fryslân
8771,Nijland,Wymbritseradiel,Fryslân
8772,Tjalhuizum,Wymbritseradiel,Fryslân
8773,Folsgare,Wymbritseradiel,Fryslân
8774,Wolsum,Wymbritseradiel,Fryslân
8775,Nijhuizum,Nijefurd,Fryslân
8800,Franeker,Franekeradeel,Fryslân
8801,Franeker,Franekeradeel,Fryslân
8802,Franeker,Franekeradeel,Fryslân
8804,Tzum,Franekeradeel,Fryslân
8805,Hitzum,Franekeradeel,Fryslân
8806,Achlum,Franekeradeel,Fryslân
8807,Herbaijum,Franekeradeel,Fryslân
8808,Dongjum,Franekeradeel,Fryslân
8809,Boer,Franekeradeel,Fryslân
8811,Ried,Franekeradeel,Fryslân
8812,Peins,Franekeradeel,Fryslân
8813,Schalsum,Franekeradeel,Fryslân
8814,Zweins,Franekeradeel,Fryslân
8816,Schingen,Menaldumadeel,Fryslân
8821,Kimswerd,Wunseradiel,Fryslân
8822,Arum,Wunseradiel,Fryslân
8823,Lollum,Wunseradiel,Fryslân
8830,Winsum (FRL),Littenseradiel,Fryslân
8831,Winsum (FRL),Littenseradiel,Fryslân
8832,Huns,Littenseradiel,Fryslân
8833,Leons,Littenseradiel,Fryslân
8834,Baard,Littenseradiel,Fryslân
8835,Easterlittens,Littenseradiel,Fryslân
8841,Baaium,Littenseradiel,Fryslân
8842,Wjelsrijp,Littenseradiel,Fryslân
8843,Spannum,Littenseradiel,Fryslân
8844,Hinnaard,Littenseradiel,Fryslân
8845,Waaksens Gemeente Littenseradiel,Littenseradiel,Fryslân
8850,Tzummarum,Franekeradeel,Fryslân
8851,Tzummarum,Franekeradeel,Fryslân
8852,Firdgum,Franekeradeel,Fryslân
8853,Klooster Lidlum,Franekeradeel,Fryslân
8854,Oosterbierum,Franekeradeel,Fryslân
8855,Sexbierum,Franekeradeel,Fryslân
8856,Pietersbierum,Franekeradeel,Fryslân
8857,Wijnaldum,Harlingen,Fryslân
8860,Harlingen,Harlingen,Fryslân
8861,Harlingen,Harlingen,Fryslân
8862,Harlingen,Harlingen,Fryslân
8871,Midlum,Harlingen,Fryslân
8872,Midlum,Harlingen,Fryslân
8880,Terschelling West,Terschelling,Fryslân
8881,Terschelling West,Terschelling,Fryslân
8882,Terschelling Hee,Terschelling,Fryslân
8883,Terschelling Kaart,Terschelling,Fryslân
8884,Terschelling Baaid,Terschelling,Fryslân
8885,Terschelling Kinum,Terschelling,Fryslân
8890,Terschelling Midld,Terschelling,Fryslân
8891,Terschelling Midld,Terschelling,Fryslân
8892,Terschelling Serijp,Terschelling,Fryslân
8893,Terschelling Landr,Terschelling,Fryslân
8894,Terschelling Formr,Terschelling,Fryslân
8895,Terschelling Lies,Terschelling,Fryslân
8896,Terschelling Hoorn,Terschelling,Fryslân
8897,Terschelling Oosterend,Terschelling,Fryslân
8899,Vlieland,Vlieland,Fryslân
8900,Leeuwarden,Leeuwarden,Fryslân
8901,Leeuwarden,Leeuwarden,Fryslân
8902,Leeuwarden,Leeuwarden,Fryslân
8903,Leeuwarden,Leeuwarden,Fryslân
8911,Leeuwarden,Leeuwarden,Fryslân
8912,Leeuwarden,Leeuwarden,Fryslân
8913,Leeuwarden,Leeuwarden,Fryslân
8914,Leeuwarden,Leeuwarden,Fryslân
8915,Leeuwarden,Leeuwarden,Fryslân
8916,Leeuwarden,Leeuwarden,Fryslân
8917,Leeuwarden,Leeuwarden,Fryslân
8918,Leeuwarden,Leeuwarden,Fryslân
8919,Leeuwarden,Leeuwarden,Fryslân
8921,Leeuwarden,Leeuwarden,Fryslân
8922,Leeuwarden,Leeuwarden,Fryslân
8923,Leeuwarden,Leeuwarden,Fryslân
8924,Leeuwarden,Leeuwarden,Fryslân
8925,Leeuwarden,Leeuwarden,Fryslân
8926,Leeuwarden,Leeuwarden,Fryslân
8927,Leeuwarden,Leeuwarden,Fryslân
8931,Leeuwarden,Leeuwarden,Fryslân
8932,Leeuwarden,Leeuwarden,Fryslân
8933,Leeuwarden,Leeuwarden,Fryslân
8934,Leeuwarden,Leeuwarden,Fryslân
8935,Leeuwarden,Leeuwarden,Fryslân
8936,Leeuwarden,Leeuwarden,Fryslân
8937,Leeuwarden,Leeuwarden,Fryslân
8938,Leeuwarden,Leeuwarden,Fryslân
8939,Leeuwarden,Leeuwarden,Fryslân
8941,Leeuwarden,Leeuwarden,Fryslân
9000,Grou,Boarnsterhim,Fryslân
9001,Grou,Boarnsterhim,Fryslân
9003,Warten,Boarnsterhim,Fryslân
9004,Warstiens,Boarnsterhim,Fryslân
9005,Wergea,Boarnsterhim,Fryslân
9006,Eagum,Boarnsterhim,Fryslân
9007,Idaerd,Boarnsterhim,Fryslân
9008,Reduzum,Boarnsterhim,Fryslân
9009,Friens,Boarnsterhim,Fryslân
9010,Jirnsum,Boarnsterhim,Fryslân
9011,Jirnsum,Boarnsterhim,Fryslân
9012,Raerd,Boarnsterhim,Fryslân
9013,Poppenwier,Boarnsterhim,Fryslân
9014,Tersoal,Boarnsterhim,Fryslân
9021,Easterwierrum,Littenseradiel,Fryslân
9022,Mantgum,Littenseradiel,Fryslân
9023,Jorwert,Littenseradiel,Fryslân
9024,Weidum,Littenseradiel,Fryslân
9025,Bears (FRL),Littenseradiel,Fryslân
9026,Jellum,Littenseradiel,Fryslân
9027,Hilaard,Littenseradiel,Fryslân
9031,Boksum,Menaldumadeel,Fryslân
9032,Blessum,Menaldumadeel,Fryslân
9033,Deinum,Menaldumadeel,Fryslân
9034,Marssum,Menaldumadeel,Fryslân
9035,Dronrijp,Menaldumadeel,Fryslân
9036,Menaldum,Menaldumadeel,Fryslân
9037,Slappeterp,Menaldumadeel,Fryslân
